Código da IES,Nome da IES,Sigla da IES,pk_identificador
1520,FACULDADE FIA DE ADMINISTRA  O E NEG CIOS,FFIA,3793
1521,FACULDADE EST CIO DE BEL M - EST CIO BEL M,EST CIO BEL M,3794
1526,Faculdade SENAI S o Paulo,SENAI SP,3795
1536,Centro Universit rio UNIFATEB,,3796
1538,CENTRO UNIVERSITARIO PROJE  O,UNIPROJE  O,3797
1540,INSTITUTO DE ENSINO SUPERIOR DE ROND NIA,IESUR,3798
1542,CENTRO UNIVERSIT RIO GERALDO DI BIASE,UGB,3799
1546,FACULDADE DE EDUCA  O S O FRANCISCO,FAESF,3800
1547,FACULDADE DE MEDICINA EST CIO DE JUAZEIRO DO NORTE,EST CIO FMJ,3801
1552,CENTRO UNIVERSIT RIO MAUR CIO DE NASSAU DE PARNA BA,UNINASSAU,3802
1554,CENTRO UNIVERSIT RIO DO VALE DO RIBEIRA,UNIVR,3803
1556,CENTRO UNIVERSIT RIO SETE DE SETEMBRO,UNI7,3804
1558,Faculdade Doctum de Jo o Monlevade,DOCTUM,3805
1559,CENTRO UNIVERSIT RIO DO ESP RITO SANTO,UNESC,3806
1563,CENTRO UNIVERSIT RIO UNINOVAFAPI,UNINOVAFAPI,3807
1572,FACULDADE DE CI NCIAS SOCIAIS APLICADAS,FACISA,3808
1573,CENTRO UNIVERSIT RIO ALFREDO NASSER,UNIFAN,3809
1575,CENTRO UNIVERSIT RIO DO PLANALTO DE ARAX ,UNIARAX ,3810
1578,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,3811
1580,FACULDADE DE CI NCIAS E EDUCA  O SENA AIRES,FACESA,3812
1584,FACULDADE DE TECNOLOGIA DE GUARATINGUET ,FATEC GT,3813
1586,UNIVERSIDADE DO VALE DO SAPUCA ,UNIV S,3814
1587,FACULDADE ANHANGUERA DE TANGAR  DA SERRA,FITS,3815
1590,CENTRO UNIVERSIT RIO EST CIO DE S O LU S,,3816
1591,FACULDADE EST CIO MACAP  - EST CIO MACAP ,EST CIO MACAP ,3817
1597,FACULDADE SANTA F ,CESSF,3818
1598,CENTRO UNIVERSIT RIO UNA DE UBERL NDIA,,3819
1599,CENTRO UNIVERSIT RIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,UNIPTAN,3820
1600,Centro Universit rio do Norte de Minas,Uninorte Minas,3821
1606,FACULDADES INTEGRADAS DE CASSIL NDIA,FIC,3822
1613,FACULDADE ADVENTISTA DO PARAN ,FAP,3823
1615,INSTITUTO SUPERIOR DO LITORAL DO PARAN ,ISULPAR,3824
1618,CENTRO UNIVERSIT RIO SOCIESC DE BLUMENAU,,3825
1619,FACULDADE DE OL MPIA,,3826
1623,FACULDADE DE CI NCIAS AGR RIAS DE ANDRADINA,FCAA,3827
1639,FACULDADE H LIO ROCHA,FHR,3828
1640,CENTRO UNIVERSIT RIO AGES,UniAGES,3829
1641,CENTRO UNIVERSIT RIO SOCIAL DA BAHIA,UNISBA,3830
1642,Faculdade de Excel ncia UNEX de Itabuna,UNEX de Itabuna,3831
1643,FACULDADE AN SIO TEIXEIRA DE FEIRA DE SANTANA,FAT,3832
1645,Faculdade de Excel ncia UNEX de Jequi ,UNEX de Jequi ,3833
1647,FACULDADE DE ENSINO E CULTURA DO CEAR ,FAECE,3834
1652,FACULDADE DE VIT RIA,,3835
1653,FACULDADE DE CI NCIA E EDUCA  O DO CAPARA ,FACEC,3836
1657,CENTRO UNIVERSIT RIO UNISEP,CEUUN,3837
1658,CENTRO UNIVERSIT RIO DA GRANDE FORTALEZA,UNIGRANDE,3838
1659,FACULDADE EST CIO DE S  DE OURINHOS,FAESO,3839
1660,CENTRO UNIVERSIT RIO EST CIO DE BRAS LIA - EST CIO BRAS LIA,EST CIO BRAS LIA,3840
1661,Faculdade Proje  o de Sobradinho,FAPRO,3841
1663,Centro Universit rio Araguaia,UNIARAGUAIA,3842
1664,FACULDADE DA SA DE E ECOLOGIA HUMANA,FASEH,3843
1666,CENTRO UNIVERSIT RIO UNIHORIZONTES,,3844
1669,Afya Faculdade de Ci ncias M dicas de Ipatinga,AFYA IPATINGA,3845
1672,INSTITUTO ESPERAN A DE ENSINO SUPERIOR,IESPES,3846
1676,CENTRO UNIVERSIT RIO S O MIGUEL,UNIS OMIGUEL,3847
1677,FACULDADE DE ENSINO SUPERIOR DO PIAU ,FAESPI,3848
1680,Faculdade Unirb - Mossor ,F. UNIRB,3849
1682,Faculdade Cat lica Salesiana de Maca ,FCSMA,3850
1683,CENTRO UNIVERSIT RIO MAUR CIO DE NASSAU DE TERESINA,,3851
1690,FACULDADE DE S O VICENTE,FSV,3852
1693,FACULDADE ITANHA M,FAITA,3853
1694,ESCOLA SUPERIOR DE CRICI MA - ESUCRI,ESUCRI,3854
1696,FACULDADE SOBRESP DE CRISTALINA,,3855
1697,CENTRO UNIVERSIT RIO FACOL,UNIFACOL,3856
1699,FACULDADE DE EDUCA  O DE JARU,UNICENTRO,3857
1702,CENTRO UNIVERSIT RIO EST CIO DA AMAZ NIA,EST CIO AMAZ NIA,3858
1703,Centro Universit rio UniBRAS Rio Verde,UniBRAS,3859
1709,Centro Universit rio Tiradentes de Pernambuco,UNIT PE,3860
1711,CENTRO UNIVERSIT RIO DE PRESIDENTE PRUDENTE,UNIPRUDENTE,3861
1712,FACULDADE DE CI NCIAS E TECNOLOGIA DE TERESINA,FACET,3862
1713,FACULDADE DE TECNOLOGIA DE S O VICENTE,FATEF,3863
1714,ESCOLA SUPERIOR DE GEST O COMERCIAL E MARKETING,ESIC,3864
1716,Centro Universit rio Uni o das Am ricas Descomplica,UNIAM RICA,3865
1718,CENTRO UNIVERSIT RIO NOBRE DE FEIRA DE SANTANA,,3866
1721,FACULDADE DE VI OSA,FDV,3867
1726,CENTRO UNIVERSIT RIO SANTA AM LIA,SECAL,3868
1733,FACULDADE DE ENSINO SUPERIOR DE MARECHAL C NDIDO RONDON,ISEPE  RONDON,3869
1734,Centro Universit rio Facid Wyden,UNIFACID WYDEN,3870
1735,CENTRO UNIVERSIT RIO DOUTOR LE O SAMPAIO,UNILE O,3871
1736,CENTRO UNIVERSIT RIO LA SALLE DO RIO DE JANEIRO,UNILASALLE/RJ,3872
1739,Faculdade Unibras Gama,FACBRAS,3873
1742,Centro Universit rio de Tecnologia Carlos Drummond de Andrade,,3874
1745,Faculdade Interativa de S o Paulo,FAISP,3875
1752,FACULDADE AUT NOMA DE DIREITO,FADISP,3876
1753,FACULDADE DE ENFERMAGEM NOVA ESPERAN A,FACENE,3877
1759,Gran Centro Universit rio,GRAN,3878
1762,Centro Universit rio de Tecnologia e Neg cios Carlos Drummond de Andrade,UniTen CDA,3879
1766,FACULDADE ESP RITO SANTENSE,UNICAPE,3880
1772,Centro Universit rio Fanor Wyden,UniFanor Wyden,3881
1773,CENTRO UNIVERSIT RIO FAI,,3882
1775,Centro Universit rio Favip Wyden,UniFavip Wyden,3883
1776,Faculdade Anhanguera de Tecnologia de Jundia ,,3884
1777,Centro Universit rio Uniasselvi de Guaramirim,,3885
1788,FACULDADE DE ADMINISTRA  O E ARTES DE LIMEIRA,FAAL,3886
1804,FACULDADE DE MAU  - FAMA,FAMA,3887
1805,CENTRO UNIVERSIT RIO DOS GUARARAPES,UNIFG,3888
1807,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO CEAR ",IFCE,3889
1808,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO ESP RITO SANTO",IFES,3890
1809,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,3891
1810,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE S O PAULO",IFSP,3892
1811,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE GOI S",IFG,3893
1812,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA  DO AMAZONAS",IFAM,3894
1813,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO PAR ",IFPA,3895
1817,Faculdade Est cio de Curitiba,EST CIO CURITIBA,3896
1819,CENTRO UNIVERSIT RIO FARIAS BRITO,,3897
1820,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO PIAU ",IFPI,3898
1822,Centro Universit rio Sul-Americana,UNIFASAM,3899
1823,INSTITUTO DE ENSINO SUPERIOR DO AMAP ,IESAP,3900
1836,CENTRO UNIVERSIT RIO FUNDA  O DE ENSINO OCT VIO BASTOS - FEOB,UNIFEOB,3901
1840,CENTRO UNIVERSIT RIO CASTELO BRANCO,UNICB,3902
1841,CENTRO UNIVERSIT RIO ANT NIO EUFR SIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE,TOLEDO PRUDENTE,3903
1843,FACULDADE DE ADMINISTRA  O DE CAMPO BELO,FACAMP,3904
1846,CENTRO UNIVERSIT RIO DE LINS,UNILINS,3905
1850,Centro Universit rio Santa Maria da Gl ria,UNISMG,3906
1851,ESCOLA BRASILEIRA DE ADMINISTRA  O P BLICA E DE EMPRESAS,EBAPE,3907
1853,Centro Universit rio UNIBTA,,3908
1854,CLARETIANO - CENTRO UNIVERSIT RIO,,3909
1862,FACULDADE DA REGI O SERRANA,FARESE,3910
1864,FACULDADE DA ASSOCIA  O BRASILIENSE DE EDUCA  O,FABE,3911
1866,Faculdade de Ci ncias Educacionais e Empresariais de Natal,FACEN,3912
1869,CENTRO UNIVERSIT RIO DE ITAJUB ,FEPI,3913
1870,FACULDADES INTEGRADAS REGIONAIS DE AVAR ,FIRA,3914
1872,CENTRO UNIVERSIT RIO SANTA CRUZ DE CURITIBA,UNI SANTA CRUZ,3915
1875,"FACULDADE DE FILOSOFIA, CI NCIAS E LETRAS DE IBITINGA",FAIBI,3916
1876,FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUA U,FMPFM,3917
1878,CENTRO UNIVERSIT RIO DA FUNDA  O EDUCACIONAL INACIANA PE SAB IA DE MEDEIROS,FEI,3918
1879,Centro Universit rio UNIFACEAR,Unifacear,3919
1883,CENTRO UNIVERSIT RIO UNIME,UNIME,3920
1885,CENTRO UNIVERSIT RIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO,UNDB,3921
1892,Centro Universit rio de Excel ncia Eniac,ENIAC,3922
1895,CENTRO UNIVERSIT RIO CHRISTUS,UNICHRISTUS,3923
1900,"Centro Universit rio de Ensino, Ci ncia e Tecnologia do Paran ",UniEnsino,3924
1908,FACULDADE BRASILEIRA CRIST ,FBC,3925
1913,CENTRO UNIVERSIT RIO FAMINAS,UNIFAMINAS,3926
1917,CENTRO UNIVERSIT RIO MAUR CIO DE NASSAU DE CACOAL,UNINASSAU,3927
1918,Centro Universit rio Univinte,,3928
1921,FACULDADE DE S O BENTO,FSB,3929
1927,Ugv Centro Universit rio,,3930
1928,Faculdade CNEC Capit o Lemos Cunha,,3931
1930,INSTITUTO SUPERIOR DE EDUCA  O DE S O PAULO,SINGULARIDADES/ISESP,3932
1934,Faculdade FASIPE,FASIPE,3933
1936,CENTRO UNIVERSIT RIO LA SALLE,UNILASALLE - LUCAS,3934
1937,FACULDADE EVANG LICA DE SALVADOR,FACESA,3935
1941,FACULDADE CAT LICA DE CUIAB ,FACC-CBA,3936
1946,Faculdade Lumina,Lumina,3937
1948,FACULDADE DE ENSINO SUPERIOR DA PARA BA,FESP,3938
1949,CENTRO UNIVERSIT RIO DE PAUL NIA,UNIFACP,3939
1952,CENTRO UNIVERSIT RIO CATHEDRAL,,3940
1958,Centro Universit rio SENAI Blumenau,,3941
1961,INSTITUTO TECNOL GICO E DAS CI NCIAS SOCIAIS APLICADAS E DA SA DE DO CENTRO EDUC. N. SR  AUXILIADORA,ITCSAS/CENSA,3942
1962,INSTITUTO SUPERIOR DE EDUCA  O DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,ISECENSA,3943
1964,"FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE S O PAULO",HOTEC,3944
1965,Centro Universit rio Mario Pontes Juc ,UMJ,3945
1967,FACULDADE DO VALE DO ITAPECUR ,FAI,3946
1974,INSTITUTO SUPERIOR DE EDUCA  O DE CAXIAS,ISEC,3947
1978,Centro Universit rio Fametro,Unifametro,3948
1984,Centro Universit rio Unifacig,,3949
1986,CENTRO UNIVERSIT RIO EST CIO JUIZ DE FORA - EST CIO JUIZ DE FORA,,3950
1995,FACULDADE DE MEDICINA NOVA ESPERAN A,FAMENE,3951
1996,INSTITUTO CUIAB  DE ENSINO E CULTURA,ICEC,3952
1998,INSTITUTO SUPERIOR DE EDUCA  O ELVIRA DAYRELL,ISEED,3953
2005,FACULDADE ANHANGUERA DE CI NCIAS SOCIAIS APLICADAS DE SINOP,FACISAS,3954
2015,INSTITUTO SANTO TOM S DE AQUINO,ISTA,3955
2023,Centro Universit rio FG,UNIFG,3956
2035,FACULDADE FATIFAJAR JAGUARIA VA,FAJAR,3957
2036,Faculdade Est cio do Par  - Est cio FAP,EST CIO FAP,3958
2041,FACULDADE SUDAM RICA,SUDAM RICA,3959
2043,CENTRO UNIVERSIT RIO VALE DO SALGADO,,3960
2049,INSTITUTO DE ESTUDOS SUPERIORES DO MARANH O,IESMA,3961
2067,Centro Universit rio de Ci ncias e Empreendedorismo,UNIFACEMP,3962
2069,FACULDADE DE TEOLOGIA E CI NCIAS HUMANAS,FATECH,3963
2076,CENTRO UNIVERSIT RIO UNIRB,UNIRB,3964
2082,Afya Faculdade de Ci ncias M dicas da Para ba,AFYA PARA BA,3965
2085,CENTRO UNIVERSIT RIO DE SALVADOR,UNICEUSA,3966
2086,INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUA U,IESFI,3967
2091,INSTITUTO SUPERIOR DE EDUCA  O PR -SABER,ISEPS,3968
2096,FACULDADE DOCTUM DE MANHUA U - DOCTUM,FCM,3969
2111,CENTRO UNIVERSIT RIO INTA,UNINTA,3970
2122,CENTRO UNIVERSIT RIO EST CIO DE SERGIPE,,3971
2123,CENTRO UNIVERSIT RIO MAX PLANCK,UniMAX,3972
2128,Escola de Direito de S o Paulo - FGV DIREITO SP,FGV DIREITO SP,3973
2129,ESCOLA DE ECONOMIA DE S O PAULO,EESP,3974
2131,FACULDADE DE S O BERNARDO DO CAMPO,FAPAN,3975
2132,CENTRO UNIVERSIT RIO UNINORTE,,3976
2133,"Faculdade de Ci ncias, Educa  o e Teologia do Norte do Brasil",FACETEN,3977
2135,CENTRO UNIVERSIT RIO CAT LICA DE QUIXAD ,UNICAT LICA,3978
2137,FACULDADE S O MARCOS,FASAMAR,3979
2141,FACULDADES BATISTA DO PARAN ,FABAPAR,3980
2147,Centro Universit rio CEUNI - FAMETRO,FAMETRO,3981
2150,CENTRO UNIVERSIT RIO DO PIAU ,UNIFAPI,3982
2154,INSTITUTO SUPERIOR DE CI NCIAS HUMANAS E SOCIAIS AN SIO TEIXEIRA,ISAT,3983
2156,FACULDADE S O TOM S DE AQUINO,FACESTA,3984
2158,Centro Universit rio Santa Maria,Unifsm,3985
2163,FACULDADE EUG NIO GOMES,FEG,3986
2165,FACULDADE FOZ DO IGUA U,FAFIG,3987
2175,Centro Universit rio Uniasselvi de Blumenau,,3988
2180,RATIO - FACULDADE TEOL GICA E FILOS FICA,RATIO,3989
2183,CENTRO UNIVERSIT RIO FUNDA  O SANTO ANDR ,CUFSA,3990
2184,FACULDADE CNEC GRAVATA ,,3991
2189,FACULDADE DO MARANH O,FACAM-MA,3992
2192,INSTITUTO SUPERIOR DE EDUCA  O IVOTI,ISEI,3993
2198,Faculdade Brasileira de Inova  o,FABIN,3994
2202,INSTITUTO SUPERIOR DE EDUCA  O DE GUARATUBA,ISEPE Guaratuba,3995
2222,Centro Universit rio do Rio S o Francisco Unirios,UNIRIOS,3996
2229,FACULDADE UNIS S O LOUREN O,,3997
2237,FACULDADE TEOL GICA BATISTA EQUATORIAL,FATEBE,3998
2241,CENTRO UNIVERSIT RIO DO SUDESTE MINEIRO,UNICSUM,3999
2244,FACULDADE DA CIDADE DE MACEI ,FACIMA,4000
2264,FACULDADE DE COMUNICA  O ANHANGUERA UNIDADE GUARAPARI,,4001
2266,FACULDADE UNI O DE GOYAZES FORMOSA,FUG,4002
2270,FACULDADE DE CI NCIAS SOCIAIS APLICADAS DE EXTREMA,FAEX,4003
2279,Centro Universit rio Metrocamp Wyden,UniMetrocamp Wyden,4004
2289,FACULDADE UNI O CULTURAL DO ESTADO DE S O PAULO,UCESP,4005
2320,INSTITUTO SUPERIOR DE EDUCA  O ATENEU,ISEAT,4006
2323,FACULDADE DA AMAZ NIA,FAMA,4007
2324,Faculdade Anhanguera de S o Jos -SC,FASJ-SC,4008
2336,CENTRO UNIVERSIT RIO BRAS LIA DO ESTADO DE GOI S,UniBRAS LIA,4009
2343,Centro Univerit rio UniVOLTAIRE,UniVOLTAIRE,4010
2351,FACULDADE ESP RITO SANTENSE DE CI NCIAS JUR DICAS,PIO XII - DIR,4011
2355,FACULDADE ANHANGUERA DE MAT O,,4012
2361,FACULDADE PADR O,-,4013
2365,CENTRO UNIVERSIT RIO CAT LICA DO TOCANTINS,UNICAT LICA,4014
2368,FACULDADE S O LEOPOLDO MANDIC,,4015
2369,INSTITUTO DE ENSINO SUPERIOR SANTO ANT NIO,INESA,4016
2380,Faculdade Est cio do Amap  - Est cio Amap ,EST CIO AMAP ,4017
2383,Faculdade Atitus Educa  o Passo Fundo,Atitus Educa  o,4018
2402,Centro Universit rio UNIFTC,,4019
2409,CENTRO UNIVERSIT RIO TABOSA DE ALMEIDA,ASCES-UNITA,4020
2410,Centro Universit rio Cearense,Unic,4021
2426,Centro Universit rio Fibra,UNIFIBRA,4022
2427,FACULDADE LUS FONA DA BAHIA,FL-BA,4023
2428,FACULDADE DE CI NCIAS E TECNOLOGIAS DE CAMPOS GERAIS,FACICA,4024
2440,FACULDADE CIDADE DE JO O PINHEIRO,FCJP,4025
2442,FACULDADE DE CI NCIAS BIOM DICAS DO ESP RITO SANTO,PIO XII - BIO,4026
2443,FACULDADE FUNORTE DE JANA BA,,4027
2459,FACULDADE DE ESTUDOS AVAN ADOS DO PAR ,FEAPA,4028
2460,FACULDADE EST CIO DE NATAL,Estacio Natal,4029
2462,FACULDADE S O LU S,FSL,4030
2465,FACULDADE IBMEC S O PAULO,IBMEC SP,4031
2468,INSTITUTO TEOL GICO FRANCISCANO,ITF,4032
2474,CENTRO UNIVERSIT RIO MARIA MILZA,UNIMAM,4033
2478,FACULDADE DE INTEGRA  O DO ENSINO SUPERIOR DO CONE SUL,FISUL,4034
2484,Centro Universit rio Processus,UNIPROCESSUS,4035
2485,FACULDADE CAT LICA DE FORTALEZA,FCF,4036
2494,Centro Universit rio FUNVIC,UNIFUNVIC,4037
2497,CENTRO UNIVERSIT RIO ATENEU,,4038
2501,CENTRO UNIVERSIT RIO EST CIO DE GOI S,EST CIO GOI S,4039
2521,INSTITUTO SUPERIOR DE EDUCA  O DO SUL DO PIAU ,ISESPI,4040
2532,FACULDADE SOBRESP DE PIRES DO RIO,,4041
2536,Instituto de Educa  o e Inova  o,IEDi,4042
2539,FACULDADE EVANG LICA DO MEIO NORTE,FAEME,4043
2548,"FACULDADE DE TEOLOGIA, FILOSOFIA E CI NCIAS HUMANAS GAMALIEL",FATEFIG,4044
2554,FACULDADE DE EDUCA  O SANTA TEREZINHA,FEST,4045
2556,FIAM-FAAM - CENTRO UNIVERSIT RIO,UNIFIAM-FAAM,4046
2565,ABEU - CENTRO UNIVERSIT RIO,UNIABEU,4047
2568,FACULDADE ZACARIAS DE G ES,FAZAG,4048
2571,CENTRO UNIVERSIT RIO REDENTOR,FACREDENTOR,4049
2573,FACULDADE TEOL GICA SUL AMERICANA,FTSA,4050
2579,CENTRO UNIVERSIT RIO ATENAS,UniAtenas,4051
2581,FACULDADE S O SALVADOR,FSS,4052
2582,FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARAN ,UCP,4053
2591,EPGE Escola Brasileira de Economia e Finan as,FGV EPGE,4054
2593,CENTRO UNIVERSIT RIO MAUR CIO DE NASSAU DE JUAZEIRO DO NORTE,UNINASSAU,4055
2613,Centro Universit rio Est cio Meta de Rio Branco Est cio,UNIMETA,4056
2616,FACULDADE SANTO ANT NIO DE P DUA,FASAP,4057
2617,FACULDADE S O BENTO DO RIO DE JANEIRO,FSB/RJ,4058
2620,FACULDADE DE AMP RE,FAMPER,4059
2623,FACULDADE DO TAPAJ S,FAT,4060
2625,CENTRO UNIVERSIT RIO UFBRA,UFBRA,4061
2636,FACULDADE DIN MICA DO VALE DO PIRANGA,FADIP,4062
2642,FACULDADE S O VICENTE,FASVIPA,4063
2652,FACULDADE UNIDA DE VIT RIA,FACULDADE UNIDA,4064
2702,FACULDADE DE CI NCIAS JUR DICAS DE PARA SO DO TOCANTINS,FCJP,4065
2723,FACULDADE CAT LICA IMACULADA CONCEI  O DO RECIFE,CAT LICA,4066
2724,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANH O,IESMA,4067
2726,FACULDADE BILAC DE S O JOS  DOS CAMPOS,BILAC,4068
2741,FACULDADE CAT LICA DOM ORIONE,FACDO,4069
2744,INSTITUTO SUPERIOR DE EDUCA  O VERA CRUZ,ISE VERA CRUZ,4070
2745,CENTRO UNIVERSIT RIO DA AMAZ NIA,UNIESAMAZ,4071
2753,Faculdade de Ci ncias Educacionais de Capim Grosso,FCG,4072
2754,Faculdade Est cio S o Paulo de Rond nia,Est cio FSP,4073
2755,Centro Universit rio Uniasselvi de Brusque,,4074
2756,FACULDADE ANHANGUERA DE VALPARA SO,,4075
2763,FACULDADE DE CI NCIAS GERENCIAIS DE S O GOTARDO,CESG,4076
2766,FACULDADE EMPRESARIAL DE CHAPEC ,FAEM,4077
2770,Centro Universit rio FACUNICAMPS,FACUNICAMPS,4078
2771,CENTRO DE ENSINO SUPERIOR DE ILH US,CESUPI,4079
2773,FACULDADE ANHANGUERA DE MACAP ,,4080
2774,Centro Universit rio UNIFAFIBE,FAFIBE,4081
2775,Faculdade Cat lica de V rzea Grande,FACC-VG,4082
2779,FACULDADE DE INFORM TICA DE OURO PRETO DO OESTE,FIOURO,4083
2787,FACULDADES PEQUENO PR NCIPE,FPP,4084
2796,Centro Universit rio de Ipor ,Unipor ,4085
2799,FANEESP - FACULDADE NACIONAL DE EDUCA  O E ENSINO SUPERIOR DO PARAN ,FANEESP,4086
2806,FACULDADE EVANG LICA DE S O PAULO,,4087
2811,FACULDADE PAULUS DE TECNOLOGIA E COMUNICA  O,FAPCOM,4088
2814,FACULDADE S O SEBASTI O,,4089
2821,Faculdade Atitus Educa  o Online,Atitus Educa  o,4090
2826,FACULDADE NOSSA SENHORA DE F TIMA,FACULDADE F TIMA,4091
2827,FACULDADE DE EDUCA  O DO PIAU ,FAEPI,4092
2835,CENTRO UNIVERSIT RIO MAUR CIO DE NASSAU,UNINASSAU,4093
2836,FACULDADE SUL DA AM RICA,SULDAM RICA,4094
2843,FACULDADE DE CI NCIAS M DICAS E DA SA DE DE JUIZ DE FORA,FCMS/JF,4095
2849,ESCOLA SUPERIOR DOM HELDER C MARA,ESDHC,4096
2855,FACULDADE S O FRANCISCO DE ASSIS,FSFA,4097
2859,FACULDADE DE BEL M,FABEL,4098
2896,Centro Universit rio SATC,UniSATC,4099
2903,FACULDADE CONC RDIA,FACC,4100
2908,CENTRO UNIVERSIT RIO NATALENSE,UNICEUNA,4101
2909,FACULDADE DO ESTADO DO MARANH O,FACEM,4102
2911,FACULDADE PAN AMAZ NICA,FAPAN,4103
2918,FACULDADE DE ENSINO SUPERIOR DA AMAZ NIA REUNIDA,FESAR,4104
2935,Centro Universit rio UniFACTHUS,UniFACTHUS,4105
2948,REAL FACULDADE DE BRAS LIA,FU,4106
2949,FACULDADE DO BAIXO PARNA BA,FAP,4107
2950,Centro Universit rio FADERGS,FADERGS,4108
2961,Centro Universit rio Est cio do Pantanal,Unipantanal,4109
2964,FACULDADE PROJE  O DO GUAR ,,4110
3008,FACULDADE DO INSTITUTO NACIONAL DE P S-GRADUA  O DE S O JOS  DOS CAMPOS,FACULDADE INPG - SJC,4111
3012,FAJOPA - FACULDADE JO O PAULO II,FAJOPA,4112
3020,FACULDADE SANTA RITA DE C SSIA,IFASC,4113
3029,FACULDADE DA AMAZ NIA,FAAM,4114
3034,Faculdade Anhanguera Unime de Salvador,,4115
3042,CHRISTUS FACULDADE DO PIAU ,CHRISFAPI,4116
3051,FACULDADE TEOL GICA DE CI NCIAS HUMANAS E SOCIAIS LOGOS,FAETEL,4117
3099,FACULDADE INTERNACIONAL DA PARA BA,FPB,4118
3149,Faculdade Anhanguera De Divin polis,,4119
3151,UNIVERSIDADE COMUNIT RIA DA REGI O DE CHAPEC ,UNOCHAPEC ,4120
3157,INSTITUTO SUPERIOR DE EDUCA  O ALMEIDA RODRIGUES,ISEAR,4121
3160,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE ALAGOAS",IFAL,4122
3161,"Instituto Federal de Educa  o, Ci ncia e Tecnologia do Sert o Pernambucano",IF SERT O-PE,4123
3162,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA  DE SANTA CATARINA",IFSC,4124
3163,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,4125
3164,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE MATO GROSSO",IFMT,4126
3165,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA  DO TRI NGULO MINEIRO",IFTM,4127
3170,FACULDADE EST CIO DE FLORIAN POLIS - EST CIO FLORIAN POLIS,,4128
3183,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE SERGIPE",IFS,4129
3184,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE RORAIMA",IFRR,4130
3188,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,4131
3189,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,4132
3192,FACULDADE S O FRANCISCO DE CAJAZEIRAS,FSF,4133
3203,INSTITUTO SUPERIOR DE EDUCA  O ALBERT EINSTEIN,ISALBE,4134
3205,CENTRO UNIVERSIT RIO DE VI OSA,UNIVI OSA,4135
3230,FACULDADE LUIZ EDUARDO MAGALH ES,FILEM,4136
3232,FI - FACULDADE IGUA U,FI,4137
3252,FACULDADE QUIRIN POLIS,FAQUI,4138
3270,FACULDADE S O BENTO DA BAHIA,FSBB,4139
3279,"INSTITUTO FEDERAL DE EDUCA  O, CI NCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,4140
3294,CENTRO UNIVERSIT RIO FAVENI,UNIFAVENI,4141
3295,FACULDADE SENAC FLORIAN POLIS,SENAC FLORIAN POLIS,4142
3302,Faculdade REGES de Junqueir polis,,4143
3303,Faculdade Invest de Ci ncias e Tecnologia,INVEST,4144
3304,CENTRO UNIVERSIT RIO DE PATOS,UNIFIP,4145
3319,Instituto Universit rio Una de Catal o,Catalana,4146
3333,CENTRO UNIVERSIT RIO UNIFTEC,,4147
3339,Centro Universit rio IDEAU,UNIDEAU,4148
3360,INSTITUTO DE EDUCA  O SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMA  O DE PROFISSIONAIS DE EDUCA  O,IFESP,4149
